id,id_station,nbre_pdc,available
355,FR*V75*PPX17*08,5,True
356,FR*V75*PPX20*06,6,True
357,FR*V75*PPX18*06,7,True
358,FR*V75*PPX08*06,5,True
359,FR*V75*PPX11*01,7,True
360,FR*V75*PPX15*27,6,True
361,FR*V75*P9020*05,3,True
362,FR*V75*P9014*04,3,True
363,FR*V75*PPX15*03,7,True
364,FR*V75*PPX17*08,5,True
365,FR*V75*PPX18*09,6,True
366,FR*V75*PPX16*12,6,True
367,FR*V75*PPX16*18,6,True
368,FR*V75*PPX15*24,6,True
369,FR*V75*PPX15*12,6,True
370,FR*V75*PPX15*18,6,True
371,FR*V75*PPX10*01,4,True
372,FR*V75*P9010*02,3,True
373,FR*V75*PPX19*09,6,True
374,FR*V75*PPX16*09,6,True
375,FR*V75*PPX02*09,5,True
376,FR*V75*PPX06*04,5,True
377,FR*V75*PPX16*03,6,True
378,FR*V75*PPX06*03,4,True
379,FR*V75*PPX15*17,6,True
380,FR*V75*P9016*05,3,True
381,FR*V75*P9012*03,3,True
382,FR*V75*PPX08*09,7,True
383,FR*M31*P31555*001,8,True
384,FR*M31*P31555*020,2,True
385,FR*M31*P31044*002,4,True
386,FR*M31*P31555*010,4,True
387,FR*M31*P31069*001,2,True
388,FR*M31*P31555*019,2,True
389,FR*M31*P31555*001,8,True
390,FR*M31*P31088*001,2,True
391,STATION*FR*M31*P31555*015,2,True
392,FR*M31*P31056*001,2,True
393,FR*M31*P31555*021,2,True
394,FR*M31*P31555*021,2,True
395,FR*M31*P31488*001,2,True
396,FR*M31*P31467*001,2,True
397,FR*M31*P31555*024,2,True
398,FR*S02*E0272244A,2,True
399,FR*S02*E0236155A,2,True
400,FR*S02*P0279545,2,True
401,FR*S02*P0260230,2,True
402,FR*V20*P01154*001,0,True
403,FR*M31*P31555*019,2,True
404,FR*M31*P31555*008,2,True
405,FR*M31*P31555*022,2,True
406,FR*M31*P31555*001,8,True
407,FR*M31*P31555*011,2,True
408,FR*M31*P31417*001,4,True
409,FR*M31*P31056*001,2,True
410,FR*M31*P31555*007,8,True
411,FR*M31*P31091*001,2,True
412,FR*M31*P31088*001,2,True
413,FR*S02*E0224552A,2,True
414,FR*S02*E0269111A,2,True
415,FR*S02*E02477110A,2,True
416,FR*S02*P0272234,2,True
417,FR*S02*E0282077A,2,True
418,FR*S02*E02292122A,2,True
419,FR*S02*E02103118A,2,True
420,FR*S02*E0272073A,2,True
421,FR*S02*E0255529A,2,True
422,FR*S02*E0272292A,2,True
423,FR*S02*E0228187A,2,True
424,FR*S02*E0269111A,2,True
425,FR*S02*P0258069,2,True
426,FR*S02*E0236122A,2,True
427,FR*S02*P0269149,2,True
428,FR*S02*E0272234A,2,True
429,FR*S02*E02120115A,2,True
430,FR*S02*E026916A,2,True
431,FR*S02*E02722131A,2,True
432,FR*S02*E0272254A,2,True
433,FR*S02*P0272254,2,True
434,FR*S02*E0269115A,2,True
435,FR*S02*E02722130A,2,True
436,FR*S02*E0209517A,2,True
437,FR*S02*E0269114A,2,True
438,FR*S02*P0272073,2,True
439,FR*S02*E0272290A,2,True
440,FR*S02*E0238772A,2,True
441,FR*S02*E02064107A,2,True
442,FR*S02*E0272292A,2,True
443,FR*S02*E02722100A,2,True
444,FR*S02*E0222220A,2,True
445,FR*S02*P0240824,2,True
446,FR*S02*P0272259,2,True
447,FR*S02*E0240826A,2,True
448,FR*S02*E02722133A,2,True
449,FR*S02*P0272236,2,True
450,FR*S02*E02668123A,2,True
451,FR*S02*E0272073A,2,True
452,FR*S02*E02292121A,2,True
453,FR*S02*P0269113,2,True
454,FR*S02*E02722105A,2,True
455,FR*S02*P026916,2,True
456,FR*S02*E0248750A,2,True
457,FR*S02*E02722101A,2,True
458,FR*S02*E0272243A,2,True
459,FR*S02*E0248498A,2,True
460,FR*S02*E0236121A,2,True
461,FR*S02*E0250428A,2,True
462,FR*S02*E0201878A,2,True
463,FR*S02*E02722128A,2,True
464,FR*S02*E0279545A,2,True
465,FR*S02*E0272294A,2,True
466,FR*S02*P0240827,2,True
467,FR*S02*E0213484A,2,True
468,FR*S02*P0272244,2,True
469,FR*S02*P0207380,2,True
470,FR*S02*E02810112A,2,True
471,FR*S02*E0229848A,2,True
472,FR*S02*E0269113A,2,True
473,FR*09*PPDB*1102,4,True
474,FR*SSD*PMAURINCARROSSERIE66100*1,6,True
475,FR*SSD*PMAURINCARROSSERIE66100*1,6,True
476,FR*G39*PMAURINFORD66100*1,6,True
477,FR*G49*PMAURINNISSAN*1,6,True
478,FR*G49*PMAURINNISSAN*1,6,True
479,FR*G49*PMAURINNISSAN*1,6,True
480,FR*G42*PMAURINSUZUKI66100*1,10,True
481,FR*G42*PMAURINSUZUKI66100*1,10,True
482,FR*G42*PMAURINSUZUKI66100*1,10,True
483,FR*V12*P92077*006,2,True
484,FR*V12*P92077*005,2,True
485,FR*V12*P92077*003,2,True
486,FR*V12*P92077*002,2,True
487,FR*H08*P59295*004,2,True
488,FR*H08*P59295*005,2,True
489,FR*H08*P59295*003,2,True
490,FR*H08*P59295*006,2,True
491,FR*H08*P59295*003,2,True
492,FR*P07*E57463*013,2,True
493,FR*P07*E57463*006,2,True
494,FR*P07*E57463*008,2,True
495,FR*V08*P92049*002,8,True
496,FR*V08*P92049*002,8,True
497,FR*V08*P92049*004,9,True
498,FR*V08*P92049*004,9,True
499,FR*V08*P92049*004,9,True
500,FR*V08*P92049*004,9,True
501,FR*V08*P92049*003,8,True
502,FR*V08*P92049*002,8,True
503,FR*V08*P92049*004,9,True
504,FR*V16*P01451*001,2,True
505,FR*G48*PSAIPVOLKSWAGEN59400*1,6,True
506,FR*SSD*PMAURINVOLKSWAGEN04000*1,3,True
507,FR*G48*PMAURINVOLKSWAGEN05000*1,4,True
508,FR*G46*PCOCHETVOLVO74100*1,9,True
509,FR*G46*PCOCHETVOLVO74100*1,9,True
510,FR*SSD*PMAURINVOLVO84140*1,8,True
511,FR*SSD*PMAURINVOLVO84140*1,8,True
512,FR*G46*PCAVALLARIVOLVO06250*1,7,True
513,FR*G46*PLEMPEREURVOLVO59187*1,5,True
514,FR*G46*PEUROPAUTOVOLVO59640*1,4,True
515,FR*SSD*PVULCAINVOLVO38170*1,6,True
516,FR*SSD*PVULCAINVOLVO69009*1,6,True
517,FR*G46*PDUGARDINVOLVO59223*1,10,True
518,FR*G46*PDUGARDINVOLVO59223*1,10,True
519,FR*G46*PDUGARDINVOLVO59223*1,10,True
520,FR*G46*PGRIMVOLVO26000*1,16,True
521,FR*G46*PGRIMVOLVO26000*1,16,True
522,FR*G46*PDUGARDINVOLVO59300*1,9,True
523,FR*G46*PDUGARDINVOLVO59300*1,9,True
524,FR*SSD*PVULCAINVOLVO69200*1,12,True
525,FR*SSD*PVULCAINVOLVO69200*1,12,True
526,FR*S61*P61181A,2,True
527,FR*S61*P61070A,2,True
528,FR*S61*P61463A,2,True
529,FR*S61*P61001A,2,True
530,FR*S61*P61456A,2,True
531,FR*S61*P61121C,2,True
532,FR*S61*P61181B,2,True
533,FR*S61*P61168A,2,True
534,FR*S61*P61508B,2,True
535,FR*S61*P61153A,2,True
536,FR*S61*P61145B,4,True
537,FR*S61*P61464A,2,True
538,FR*S61*P61328A,2,True
539,FR*S61*P61494A,2,True
540,FR*S61*P61006C,2,True
541,FR*S61*P61145B,4,True
542,FR*S61*P61115A,2,True
543,FR*S61*P61293A,2,True
544,FR*S61*P61397B,2,True
545,FR*S61*P61305A,2,True
546,FR*S61*P61293C,2,True
547,FR*S61*P61001B,2,True
548,FR*S61*P61309A,2,True
549,FR*S61*P61324A,2,True
550,FR*S61*P61061A,2,True
551,FR*S61*P61096A,2,True
552,FR*S61*P61464A,2,True
553,FRSEOPAB79049P008A,2,True
554,FRSEOPAB12016A,2,True
555,FRSEOPAB79174P141A,2,True
556,FRSEOPAB79191P0079A,2,True
557,FRSEOPAB33137A,2,True
558,FRSEOPAB58084A,2,True
559,FRSEOPAB40085A,2,True
560,FRSEOPAB12073A,2,True
561,FRSEOPAB79174P0013A,2,True
562,FRSEOPAB79049P0021A,2,True
563,FRSEOPAB40018A,2,True
564,FRSEOPAB84138A,2,True
565,FRSEOPAB37093A,2,True
566,FRSEOPAB79329P0055A,2,True
567,FRSEOPAB16001A,2,True
568,FRSEOPAB34023A,2,True
569,FRSEOPAB12008A,2,True
570,FRSEOPAB28009A,2,True
571,FRSEOPAB63086A,2,True
572,FRSEOPAB79174P0017B,2,True
573,FRSEOPAB58042A,2,True
574,FRSEOPAB18008A,2,True
575,FRSEOPAB29037A,2,True
576,FRSEOPAB58042A,2,True
577,FRSEOPAB79048P0012A,2,True
578,FRSEOPAB79049P0021A,2,True
579,FRSEOPAB35114A,2,True
580,FRSEOPAB18024A,2,True
581,FRSEOPAB79174P0032A,2,True
582,FRSEOPAB33001A,2,True
583,FRSEOPAB18212A,2,True
584,FRSEOPAB22002A,2,True
585,FRSEOPAB 79191P0031A,2,True
586,FRSEOPAB49067A,2,True
587,FRSEOPAB79329P0015A,2,True
588,FRSEOPAB79270P0005A,2,True
589,FRSEOPAB38069A,2,True
590,FRSEOPAB53083A,2,True
591,FRSEOPAB73067A,2,True
592,FRSEOPAB79083P0021A,2,True
593,FRSEOPAB13031A,2,True
594,FR*S90*P090094134,4,True
595,FR*S90*P090033138,4,True
596,FR*S90*P090052136,4,True
597,FR*S90*P090010105,4,True
598,FR*S90*P090008123,4,True
599,FR*S90*P090041122,4,True
600,FR*S90*P09001087,4,True
601,FR*S90*P090089116,4,True
602,FR*S90*P090093119,4,True
603,FR*S90*P090068130,4,True
604,FR*S90*P090094134,4,True
605,FR*S90*P09001088,4,True
606,FR*S90*P090010111,4,True
607,FR*S90*P090010110,4,True
608,FR*S90*P090010107,4,True
609,FR*S90*P090093119,4,True
610,FR*A31*P31555*009,4,True
611,FR*A31*P31555*002,8,True
612,FR*A31*P31555*002,8,True
613,FR*A31*P31555*009,4,True
614,FR*A31*P31555*009,4,True
615,FR*V75*PPX13*04,5,True
616,FR*V75*PPX15*01,7,True
617,FR*V75*PPX05*05,7,True
618,FR*V75*P9010*03,3,True
619,FR*V75*PPX15*13,7,True
620,FR*V75*PPX17*14,6,True
621,FR*V75*PPX19*08,6,True
622,FR*V75*PPX16*15,6,True
623,FR*V75*PPX20*14,5,True
624,FR*V75*PPX11*03,6,True
625,FR*V75*P9020*04,3,True
626,FR*V75*PPX20*11,6,True
627,FR*V75*PPX19*08,6,True
628,FR*V75*P9005*02,3,True
629,FR*V75*PPX04*02,5,True
630,FR*V75*PPX15*09,4,True
631,FR*V75*PPX03*01,4,True
632,FR*V75*PPX17*03,6,True
633,FR*V75*PPX17*09,4,True
634,FR*V75*PPX15*18,6,True
635,FR*V75*PPX08*11,6,True
636,FR*V75*PPX07*05,7,True
637,FR*V75*PPX15*22,6,True
638,FR*V75*P9013*02,3,True
639,FR*V75*PPX15*15,4,True
640,FR*V75*PPX16*07,6,True
641,FR*V75*PPX10*04,5,True
642,FR*V75*PPX18*09,6,True
643,FR*V75*P9014*02,3,True
644,FR*V75*PPX16*18,6,True
645,FR*V75*PPX01*02,4,True
646,FR*V75*PPX07*09,5,True
647,FR*V75*PPX05*05,7,True
648,FR*V75*PPX18*09,6,True
649,FR*V75*PPX20*11,6,True
650,FR*V75*PPX07*06,5,True
651,FR*V75*PPX13*06,7,True
652,FR*V75*P9008*04,3,True
653,FR*V75*P9005*03,3,True
654,FR*V75*PPX18*02,6,True
655,FR*V75*PPX09*06,6,True
656,FR*V75*PPX18*08,6,True
657,FR*V75*PPX04*05,5,True
658,FR*V75*PPX15*02,7,True
659,FR*V75*PPX17*07,6,True
660,FR*V75*PPX16*16,6,True
661,FR*V75*PPX15*27,6,True
662,FR*V75*PPX17*12,5,True
663,FR*V75*PPX13*01,5,True
664,FR*V75*PPX15*22,6,True
665,FR*V75*PPX15*07,4,True
666,FR*V75*P9010*01,3,True
667,FR*V75*PPX08*10,7,True
668,FR*V75*PPX16*06,6,True
669,FR*V75*PPX15*28,6,True
670,FR*V75*PPX16*14,6,True
671,FR*V75*PPX15*10,6,True
